1.8281,1.8037,1.808,1.852,1.7929,1.7964,1.8464,1.6399,1.7824,1.7292,1.8902,1.9427
1.796,1.762,1.6251,1.853,1.7288,1.7199,1.7224,1.8025,1.7705,1.8123,1.7702,1.8485
1.8146,1.8124,1.7179,1.6414,1.6457,1.7261,1.821,1.8799,1.7375,1.8302,,
1.8418,1.7315,1.614,1.7319,1.7755,1.685,1.7023,1.8428,1.8072,1.7665,,
1.8226,1.7692,1.6509,1.8146,1.7281,1.8193,1.8129,1.7343,1.8122,1.8285,,
1.7831,1.7958,1.7398,1.7998,1.8089,1.8298,1.7664,1.7511,1.8018,1.7642,,
1.8187,1.7691,1.7718,1.8084,1.7778,1.9031,1.7498,1.8625,1.7572,0.1148,,
1.7137,1.87,1.7089,1.8847,1.9009,1.9203,1.886,1.8655,1.8751,1.884,,
1.8268,1.856,1.7998,1.8825,1.8367,1.8014,1.8076,1.8529,1.792,1.8221,,
1.4583,1.7746,1.7716,1.7166,1.7366,1.6681,0.1226,1.75,1.7021,1.7401,,
,,,,,,,,,,,
,,,,,,,,,,,
1.8167,1.8041,1.792,1.8066,1.7774,1.792,1.8325,1.6304,1.7965,1.737,1.8699,1.9472
1.7895,1.7452,1.6065,1.8031,1.7037,1.6628,1.6992,1.8199,1.7685,1.8308,1.8526,1.8774
1.7591,1.7289,1.6563,1.6188,1.5726,1.7275,1.7892,1.9118,1.6996,1.8259,,
1.815,1.6754,1.5843,1.6861,1.7202,1.679,1.6764,1.844,1.7752,1.7702,,
1.7792,1.7239,1.6273,1.7555,1.6667,1.7544,1.7588,1.6928,1.7629,1.8216,,
1.7533,1.7402,1.6919,1.6745,1.7138,1.747,1.6893,1.7199,1.7128,1.8207,,
1.7999,1.7595,1.7797,1.8241,1.7137,1.7598,1.7094,1.8455,1.7436,0.1252,,
1.6822,1.8518,1.6514,1.8366,1.7494,1.7507,1.8166,1.8915,1.8478,1.8682,,
1.7725,1.7786,1.7031,1.8365,1.7174,1.6703,1.6904,1.8066,1.7035,1.7276,,
1.341,1.8003,1.7984,1.684,1.7795,1.6625,0.1204,1.8581,1.7639,1.7651,,
,,,,,,,,,,,
,,,,,,,,,,,
1.8586,1.8369,1.871,1.8704,1.8214,1.8057,1.8813,1.6503,1.8702,1.7472,1.9394,1.9513
1.8533,1.7865,1.7679,1.804,1.7592,1.7448,1.76,1.8745,1.8357,1.8486,1.8502,1.8866
1.8143,1.8069,1.7292,1.7338,1.7368,1.7381,1.8104,1.9004,1.7813,1.8606,,
1.8816,1.7976,1.6956,1.7797,1.827,1.7103,1.7247,1.8876,1.8242,1.769,,
1.827,1.7706,1.7382,1.8102,1.782,1.708,1.8218,1.7495,1.7877,1.8394,,
1.7745,1.775,1.6943,1.7734,1.7441,1.7302,1.7162,1.7609,1.7235,1.8012,,
1.7938,1.7927,1.7946,1.8576,1.7805,1.7471,1.7754,1.8722,1.717,0.098,,
1.6867,1.9365,1.8507,1.8958,1.8288,1.8175,1.9221,1.9362,1.8998,1.9145,,
1.8394,1.8692,1.8346,1.8516,1.84,1.7851,1.7375,1.8918,1.8353,1.7514,,
1.6917,1.8284,1.8211,1.7095,1.7954,1.7368,0.1004,1.8724,1.7525,1.7777,,
,,,,,,,,,,,
,,,,,,,,,,,
1.85,1.8386,1.8508,1.8708,1.8188,1.8036,1.8542,1.6205,1.8256,1.6737,1.8613,1.9415
1.8282,1.7813,1.7377,1.8406,1.7539,1.7222,1.7289,1.8498,1.8008,1.8135,1.8511,1.8942
1.8295,1.8074,1.8001,1.7131,1.6838,1.7444,1.8434,1.8766,1.7515,1.8127,,
1.8856,1.7807,1.715,1.7719,1.8196,1.7059,1.734,1.8567,1.8162,1.7765,,
1.8464,1.8162,1.7667,1.8523,1.7697,1.7613,1.841,1.7747,1.8412,1.8548,,
1.7857,1.8141,1.739,1.7708,1.7679,1.7656,1.7287,1.7676,1.7374,1.7827,,
1.8322,1.8388,1.8202,1.8755,1.8031,1.7708,1.7673,1.8933,1.7373,0.0957,,
1.7274,1.9253,1.8978,1.9387,1.8102,1.7859,1.9017,1.8927,1.9272,1.9478,,
1.7982,1.826,1.7402,1.8312,1.7666,1.7,1.73,1.836,1.7453,1.7839,,
1.6867,1.8081,1.8185,1.7332,1.8106,1.7222,0.0966,1.8563,1.7522,1.7725,,
